X,Depth,Resistivity,Conductivity
1488.75,1.25,27.93,0.0358
1491.25,1.25,26.27,0.0381
1493.75,1.25,30.58,0.0327
1496.25,1.25,26.67,0.0375
1498.75,1.25,26.35,0.0379
1501.25,1.25,25.1,0.0398
1503.75,1.25,25.17,0.0397
1506.25,1.25,25.21,0.0397
1508.75,1.25,24.68,0.0405
1511.25,1.25,24.45,0.0409
1513.75,1.25,24.32,0.0411
1516.25,1.25,24.4,0.041
1518.75,1.25,22.63,0.0442
1521.25,1.25,22.39,0.0447
1523.75,1.25,22.32,0.0448
1526.25,1.25,23.86,0.0419
1528.75,1.25,19.63,0.051
1531.25,1.25,23.23,0.0431
1533.75,1.25,22.12,0.0452
1536.25,1.25,24.96,0.0401
1538.75,1.25,18.78,0.0533
1541.25,1.25,25.2,0.0397
1543.75,1.25,24.25,0.0412
1546.25,1.25,24.27,0.0412
1548.75,1.25,24.25,0.0412
1551.25,1.25,26.54,0.0377
1553.75,1.25,29.43,0.034
1556.25,1.25,22.29,0.0449
1558.75,1.25,24.18,0.0414
1561.25,1.25,24.06,0.0416
1563.75,1.25,24.54,0.0407
1566.25,1.25,21.05,0.0475
1568.75,1.25,18.14,0.0551
8.75,3.75,26.87,0.0372
11.25,3.75,26.78,0.0373
13.75,3.75,27.08,0.0369
16.25,3.75,27.14,0.0369
18.75,3.75,27.28,0.0367
21.25,3.75,29.96,0.0334
23.75,3.75,30.63,0.0327
26.25,3.75,30.66,0.0326
28.75,3.75,30.16,0.0332
31.25,3.75,28.73,0.0348
33.75,3.75,28.66,0.0349
36.25,3.75,28.65,0.0349
38.75,3.75,27.96,0.0358
41.25,3.75,27.91,0.0358
43.75,3.75,28.74,0.0348
46.25,3.75,29.34,0.0341
48.75,3.75,29.37,0.034
51.25,3.75,29.37,0.0341
53.75,3.75,29.48,0.0339
56.25,3.75,29.51,0.0339
58.75,3.75,29.02,0.0345
61.25,3.75,29.01,0.0345
63.75,3.75,29.34,0.0341
66.25,3.75,29.37,0.0341
68.75,3.75,29.31,0.0341
71.25,3.75,29.27,0.0342
73.75,3.75,29.25,0.0342
76.25,3.75,29.08,0.0344
78.75,3.75,28.89,0.0346
81.25,3.75,28.91,0.0346
83.75,3.75,29.62,0.0338
86.25,3.75,29.63,0.0338
88.75,3.75,28.6,0.035
91.25,3.75,28.09,0.0356
93.75,3.75,28.09,0.0356
96.25,3.75,28.08,0.0356
98.75,3.75,27.47,0.0364
101.25,3.75,27.44,0.0364
103.75,3.75,27.82,0.036
106.25,3.75,28.46,0.0351
108.75,3.75,28.44,0.0352
111.25,3.75,28.4,0.0352
113.75,3.75,28.43,0.0352
116.25,3.75,28.55,0.035
118.75,3.75,27.27,0.0367
121.25,3.75,26.56,0.0377
123.75,3.75,26.49,0.0378
126.25,3.75,26.48,0.0378
128.75,3.75,26.27,0.0381
131.25,3.75,26.22,0.0381
133.75,3.75,29.51,0.0339
136.25,3.75,33.13,0.0302
138.75,3.75,33.88,0.0295
141.25,3.75,33.9,0.0295
143.75,3.75,32.41,0.0309
146.25,3.75,31.94,0.0313
148.75,3.75,32.09,0.0312
151.25,3.75,33.15,0.0302
153.75,3.75,33.19,0.0301
156.25,3.75,33.2,0.0301
158.75,3.75,33.27,0.0301
161.25,3.75,33.66,0.0297
163.75,3.75,34.17,0.0293
166.25,3.75,34.16,0.0293
168.75,3.75,33.89,0.0295
171.25,3.75,33.27,0.0301
173.75,3.75,33.23,0.0301
176.25,3.75,33.23,0.0301
178.75,3.75,33.04,0.0303
181.25,3.75,32.74,0.0305
183.75,3.75,32.66,0.0306
186.25,3.75,32.67,0.0306
188.75,3.75,32.74,0.0305
191.25,3.75,33.07,0.0302
193.75,3.75,33.16,0.0302
196.25,3.75,33.07,0.0302
198.75,3.75,35.36,0.0283
201.25,3.75,40.73,0.0246
203.75,3.75,40.66,0.0246
206.25,3.75,40.62,0.0246
208.75,3.75,42.24,0.0237
211.25,3.75,43.47,0.023
213.75,3.75,43.52,0.023
216.25,3.75,43.29,0.0231
218.75,3.75,39.06,0.0256
221.25,3.75,39.03,0.0256
223.75,3.75,43.89,0.0228
226.25,3.75,44,0.0227
228.75,3.75,40.44,0.0247
