X,Elevation,Resistivity,Conductivity
72.53,192.35,25.97,0.0385
77.53,192.78,25.97,0.0385
82.53,193.24,25.95,0.0385
87.53,193.78,26.28,0.0381
92.53,194.37,31.24,0.032
97.53,194.91,26.49,0.0378
102.53,195.4,30.94,0.0323
107.53,195.88,38.99,0.0256
112.53,196.25,38.15,0.0262
117.53,196.47,38.09,0.0263
122.53,196.65,36.29,0.0276
127.53,196.84,37.72,0.0265
132.53,197.02,42.36,0.0236
137.53,197.2,44.06,0.0227
142.53,197.38,44.03,0.0227
147.53,197.56,46.66,0.0214
152.53,197.73,38.51,0.026
157.53,197.87,33.96,0.0294
162.53,198.01,21.93,0.0456
167.53,198.14,20.78,0.0481
172.53,198.27,25.38,0.0394
177.53,198.4,34.75,0.0288
182.53,198.53,38.54,0.0259
187.53,198.67,38.56,0.0259
192.53,198.74,51,0.0196
197.53,198.75,46.75,0.0214
202.53,198.75,38.71,0.0258
207.53,198.75,59.35,0.0168
212.53,198.75,58.78,0.017
217.53,198.75,42.46,0.0236
222.53,198.75,56.56,0.0177
227.53,198.75,53.49,0.0187
232.53,198.75,61.98,0.0161
237.53,198.75,59.1,0.0169
242.53,198.75,49.37,0.0203
247.53,198.75,50.9,0.0196
252.53,198.75,36.94,0.0271
257.53,198.75,52.86,0.0189
262.53,198.75,52.83,0.0189
267.53,198.75,52.14,0.0192
272.53,198.75,51.66,0.0194
277.53,198.75,51.3,0.0195
282.53,198.75,65.09,0.0154
287.53,198.75,95.32,0.0105
292.53,198.75,112.88,0.008859
297.53,198.73,64.91,0.0154
302.53,198.68,64.97,0.0154
307.53,198.61,124.53,0.00803
312.53,198.54,52.21,0.0192
317.53,198.46,51.92,0.0193
322.53,198.39,50.12,0.02
327.53,198.32,49.95,0.02
332.53,198.25,33.47,0.0299
337.53,198.18,21.95,0.0456
342.53,198.1,42.03,0.0238
347.53,198.03,52.65,0.019
352.53,197.96,46.95,0.0213
357.53,197.89,23.89,0.0419
362.53,197.82,23.94,0.0418
367.53,197.72,66.42,0.0151
372.53,197.58,66.55,0.015
377.53,197.41,33.43,0.0299
382.53,197.25,60.48,0.0165
387.53,197.09,60.18,0.0166
392.53,196.93,13.35,0.0749
397.53,196.78,33.62,0.0297
402.53,196.66,25.44,0.0393
407.53,196.55,22.17,0.0451
412.53,196.45,24.67,0.0405
417.53,196.35,34.11,0.0293
422.53,196.2,59.6,0.0168
427.53,195.96,58.96,0.017
432.53,195.68,39.85,0.0251
437.53,195.4,41.29,0.0242
442.53,195.13,47.47,0.0211
447.53,194.85,40.54,0.0247
452.53,194.59,47.55,0.021
457.53,194.35,43.18,0.0232
462.53,194.1,43.65,0.0229
467.53,193.86,34.32,0.0291
472.53,193.62,34.38,0.0291
477.53,193.37,39.36,0.0254
482.53,193.12,36.32,0.0275
487.53,192.85,24,0.0417
492.53,192.58,65.65,0.0152
497.53,192.31,3.74,0.2672
502.53,192.04,37.33,0.0268
507.53,191.77,33.97,0.0294
512.53,191.5,35.8,0.0279
517.53,191.23,37.65,0.0266
522.53,190.97,38.21,0.0262
527.53,190.7,41.69,0.024
532.53,190.43,23.69,0.0422
537.53,190.21,79.38,0.0126
542.53,190.03,80.82,0.0124
547.53,189.87,25.45,0.0393
552.53,189.89,25.48,0.0392
557.53,190.09,30.42,0.0329
562.53,190.29,46.53,0.0215
567.53,190.5,46.68,0.0214
572.53,190.69,29.58,0.0338
577.53,190.89,31.48,0.0318
582.53,191.09,31.22,0.032
587.53,191.28,19.77,0.0506
592.53,191.48,14.75,0.0678
597.53,191.68,14.59,0.0685
602.53,191.93,6.75,0.1481
607.53,192.38,5.65,0.1769
612.53,192.97,18.55,0.0539
617.53,193.56,22.91,0.0436
622.53,194.15,22.64,0.0442
627.53,194.72,33.31,0.03
632.53,195.05,52.02,0.0192
637.53,195.2,38.88,0.0257
642.53,195.34,32.32,0.0309
647.53,195.48,31.72,0.0315
652.53,195.62,30.35,0.0329
657.53,195.76,31.18,0.0321
662.53,195.9,36.47,0.0274
667.53,196.04,36.41,0.0275
672.53,196.19,42.02,0.0238
677.53,196.33,41.25,0.0242
682.53,196.47,41.6,0.024
687.53,196.61,24.86,0.0402
692.53,196.75,24.56,0.0407
697.53,196.89,11.75,0.0851
702.53,197.03,18.11,0.0552
707.53,197.11,26.15,0.0382
712.53,197.13,23.75,0.0421
717.53,197.14,14.98,0.0668
722.53,197.16,15.13,0.0661
727.53,197.17,19.91,0.0502
732.53,197.19,20.59,0.0486
737.53,197.21,17.53,0.057
742.53,197.22,15.05,0.0664
747.53,197.24,14.43,0.0693
752.53,197.26,46.65,0.0214
757.53,197.27,46.31,0.0216
762.53,197.29,54.04,0.0185
767.53,197.31,34.73,0.0288
772.53,197.32,35.83,0.0279
777.53,197.34,35.96,0.0278
782.53,197.36,26.37,0.0379
787.53,197.37,25.23,0.0396
792.53,197.39,105.69,0.009462
797.53,197.41,6.25,0.16
802.53,197.42,133.74,0.007477
807.53,197.44,41.76,0.0239
812.53,197.45,39.36,0.0254
817.53,197.47,40.49,0.0247
822.53,197.48,43.05,0.0232
827.53,197.5,42.66,0.0234
832.53,197.51,38.97,0.0257
837.53,197.53,42.12,0.0237
842.53,197.54,54.64,0.0183
847.53,197.56,54.06,0.0185
852.53,197.57,52.62,0.019
857.53,197.59,52.6,0.019
862.53,197.6,52.43,0.0191
867.53,197.62,30.74,0.0325
872.53,197.63,30.74,0.0325
877.53,197.65,53.19,0.0188
882.53,197.66,37.44,0.0267
887.53,197.68,6.84,0.1461
892.53,197.69,128.68,0.007771
897.53,197.71,15.01,0.0666
902.53,197.73,99.6,0.01
907.53,197.75,53.68,0.0186
912.53,197.77,32.08,0.0312
917.53,197.8,123.45,0.0081
922.53,197.82,1.65,0.6075
927.53,197.84,146.25,0.006838
932.53,197.87,146.66,0.006818
937.53,197.89,10.43,0.0959
942.53,197.91,55.15,0.0181
947.53,197.94,106.09,0.009426
952.53,197.96,34.76,0.0288
957.53,197.98,24.1,0.0415
962.53,198.01,25.71,0.0389
967.53,198.09,26.42,0.0379
972.53,198.2,31.42,0.0318
977.53,198.32,32.74,0.0305
982.53,198.43,33.31,0.03
987.53,198.54,34.27,0.0292
992.53,198.64,39.06,0.0256
997.53,198.7,38.97,0.0257
1002.53,198.76,53.13,0.0188
1007.53,198.82,58.68,0.017
1012.53,198.88,59.05,0.0169
1017.53,198.94,70.34,0.0142
1022.53,199,68.11,0.0147
1027.53,199.06,67.3,0.0149
1032.53,199.12,66.81,0.015
1037.53,199.18,57.78,0.0173
1042.53,199.24,57.87,0.0173
1047.53,199.3,72.67,0.0138
1052.53,199.36,73.22,0.0137
1057.53,199.43,70.78,0.0141
1062.53,199.49,70.64,0.0142
1067.53,199.55,105.88,0.009445
1072.53,199.61,107.28,0.009321
1077.53,199.68,110.47,0.009052
1082.53,199.75,114.14,0.008761
1087.53,199.81,113.72,0.008794
1092.53,199.85,106.65,0.009376
1097.53,199.87,65.95,0.0152
1102.53,199.88,66.11,0.0151
1107.53,199.9,197.47,0.005064
1112.53,199.91,198,0.005051
1117.53,199.93,197.21,0.005071
1122.53,199.94,143.12,0.006987
1127.53,199.96,141.84,0.00705
1132.53,199.97,108.94,0.009179
1137.53,199.99,108.95,0.009179
1142.53,200,316.98,0.003155
1147.53,200.02,104.81,0.009541
1152.53,200.04,272.27,0.003673
1157.53,200.05,234.91,0.004257
1162.53,200.07,234.74,0.00426
1167.53,200.08,235.01,0.004255
1172.53,200.1,156.59,0.006386
1177.53,200.11,175.54,0.005697
1182.53,200.13,79.51,0.0126
1187.53,200.15,74.18,0.0135
1192.53,200.18,241.37,0.004143
1197.53,200.23,188.27,0.005312
1202.53,200.28,178.22,0.005611
1207.53,200.32,247.45,0.004041
1212.53,200.37,146.01,0.006849
1217.53,200.42,146.12,0.006844
1222.53,200.46,146.1,0.006845
1227.53,200.51,146.27,0.006837
1232.53,200.56,143.49,0.006969
1237.53,200.61,217.19,0.004604
1242.53,200.65,210.77,0.004745
1247.53,200.7,209.39,0.004776
1252.53,200.75,206.21,0.004849
1257.53,200.79,164.15,0.006092
1262.53,200.84,163.7,0.006109
1267.53,200.89,163.77,0.006106
1272.53,200.94,163.54,0.006115
1277.53,200.98,163.34,0.006122
1282.53,201.03,163.25,0.006126
