X,Elevation,Resistivity,Conductivity
136.26,214.18,45.52,0.022
138.76,214.18,45.92,0.0218
141.26,214.18,45.94,0.0218
143.76,214.19,45.36,0.022
146.26,214.19,45.09,0.0222
148.76,214.19,45.01,0.0222
151.26,214.19,45.02,0.0222
153.76,214.2,45.18,0.0221
156.26,214.2,45.13,0.0222
158.76,214.2,43.42,0.023
161.26,214.2,38.55,0.0259
163.76,214.21,38.53,0.026
166.26,214.21,38.79,0.0258
168.76,214.21,39.63,0.0252
171.26,214.21,40.15,0.0249
173.76,214.21,40.43,0.0247
176.26,214.22,41.05,0.0244
178.76,214.22,41.92,0.0239
181.26,214.22,42,0.0238
183.76,214.22,41.29,0.0242
186.26,214.23,40.43,0.0247
188.76,214.23,40.15,0.0249
191.26,214.23,39.87,0.0251
193.76,214.23,39.56,0.0253
196.26,214.24,39.46,0.0253
198.76,214.24,39.27,0.0255
201.26,214.24,36.54,0.0274
203.76,214.24,35.85,0.0279
206.26,214.25,35.88,0.0279
208.76,214.25,42.57,0.0235
211.26,214.25,44.24,0.0226
213.76,214.25,44.19,0.0226
216.26,214.26,43.2,0.0231
218.76,214.26,41.82,0.0239
221.26,214.26,40.81,0.0245
223.76,214.26,40.25,0.0248
226.26,214.27,40.13,0.0249
228.76,214.27,40.15,0.0249
231.26,214.27,40.18,0.0249
233.76,214.27,40.01,0.025
236.26,214.28,39.96,0.025
238.76,214.28,41.77,0.0239
241.26,214.28,45.97,0.0218
243.76,214.28,46.1,0.0217
246.26,214.29,46.37,0.0216
248.76,214.29,49.67,0.0201
251.26,214.29,51.77,0.0193
253.76,214.29,51.8,0.0193
256.26,214.3,50.4,0.0198
258.76,214.3,45.28,0.0221
261.26,214.3,44.78,0.0223
263.76,214.3,44.85,0.0223
266.26,214.31,46.3,0.0216
268.76,214.31,47.88,0.0209
271.26,214.31,48.38,0.0207
273.76,214.31,48.58,0.0206
276.26,214.32,48.65,0.0206
278.76,214.32,48.62,0.0206
281.26,214.32,48.46,0.0206
283.76,214.32,48.15,0.0208
286.26,214.33,47.54,0.021
288.76,214.33,46.8,0.0214
291.26,214.33,46.03,0.0217
293.76,214.33,45.61,0.0219
296.26,214.34,45.6,0.0219
298.76,214.34,45.72,0.0219
301.26,214.34,45.75,0.0219
303.76,214.34,45.61,0.0219
306.26,214.34,45.02,0.0222
308.76,214.35,43.7,0.0229
311.26,214.35,43.27,0.0231
313.76,214.35,43.3,0.0231
316.26,214.35,43.65,0.0229
318.76,214.36,45.09,0.0222
321.26,214.36,47.31,0.0211
323.76,214.36,48.16,0.0208
326.26,214.36,48.36,0.0207
328.76,214.37,48.41,0.0207
331.26,214.37,48.5,0.0206
333.76,214.37,48.92,0.0204
336.26,214.37,49.14,0.0203
338.76,214.38,48.22,0.0207
341.26,214.38,42.69,0.0234
343.76,214.38,42.55,0.0235
346.26,214.38,42.63,0.0235
348.76,214.39,43.7,0.0229
351.26,214.39,48.2,0.0207
353.76,214.39,48.99,0.0204
356.26,214.39,49.02,0.0204
358.76,214.4,49.49,0.0202
361.26,214.4,51.58,0.0194
363.76,214.4,52.19,0.0192
366.26,214.4,52.6,0.019
368.76,214.41,53.03,0.0189
371.26,214.41,53.19,0.0188
373.76,214.41,53.16,0.0188
376.26,214.41,53.1,0.0188
378.76,214.42,53.09,0.0188
381.26,214.42,52.79,0.0189
383.76,214.42,44.98,0.0222
386.26,214.42,44.12,0.0227
388.76,214.43,45.15,0.0221
391.26,214.43,46.47,0.0215
393.76,214.43,46.6,0.0215
396.26,214.43,46.53,0.0215
398.76,214.44,46.18,0.0217
401.26,214.44,45.9,0.0218
403.76,214.44,47.32,0.0211
406.26,214.44,54.49,0.0184
408.76,214.45,55.33,0.0181
411.26,214.45,55.43,0.018
413.76,214.45,55.53,0.018
416.26,214.45,56.88,0.0176
418.76,214.46,59.75,0.0167
421.26,214.46,60.23,0.0166
423.76,214.46,60.12,0.0166
426.26,214.46,55.97,0.0179
428.76,214.46,53.03,0.0189
431.26,214.47,52.69,0.019
433.76,214.47,52.57,0.019
436.26,214.47,52.59,0.019
438.76,214.47,54.43,0.0184
441.26,214.48,54.45,0.0184
443.76,214.48,54.19,0.0185
446.26,214.48,53.95,0.0185
448.76,214.48,53.92,0.0185
451.26,214.49,56.45,0.0177
453.76,214.49,62.31,0.016
456.26,214.49,65.07,0.0154
458.76,214.49,65.19,0.0153
461.26,214.5,64.96,0.0154
463.76,214.5,64.8,0.0154
466.26,214.5,64.93,0.0154
468.76,214.5,67.16,0.0149
471.26,214.51,67.56,0.0148
473.76,214.51,67.6,0.0148
476.26,214.51,67.5,0.0148
478.76,214.51,67.02,0.0149
481.26,214.52,64.44,0.0155
483.76,214.52,63.96,0.0156
486.26,214.52,64.02,0.0156
488.76,214.52,64.34,0.0155
491.26,214.53,66.5,0.015
493.76,214.53,68.46,0.0146
496.26,214.53,68.51,0.0146
498.76,214.53,68.09,0.0147
501.26,214.54,67.46,0.0148
503.76,214.54,66.98,0.0149
506.26,214.54,66.47,0.015
508.76,214.54,65.15,0.0153
511.26,214.55,64.27,0.0156
513.76,214.55,61.16,0.0164
516.26,214.55,59.71,0.0167
518.76,214.55,59.03,0.0169
521.26,214.56,58.09,0.0172
523.76,214.56,55.21,0.0181
526.26,214.56,56.6,0.0177
528.76,214.56,61.45,0.0163
531.26,214.57,66.64,0.015
533.76,214.57,69.86,0.0143
536.26,214.57,71.94,0.0139
538.76,214.57,74.34,0.0135
541.26,214.58,78.47,0.0127
543.76,214.58,84.41,0.0118
546.26,214.58,85.66,0.0117
548.76,214.58,85.72,0.0117
551.26,214.58,85.68,0.0117
553.76,214.59,85.65,0.0117
556.26,214.59,85.27,0.0117
558.76,214.59,83.62,0.012
561.26,214.59,80.44,0.0124
563.76,214.6,72.99,0.0137
566.26,214.6,71.1,0.0141
568.76,214.6,71.01,0.0141
571.26,214.6,71.07,0.0141
573.76,214.61,71.21,0.014
576.26,214.61,71.45,0.014
578.76,214.61,72.2,0.0139
581.26,214.61,72.97,0.0137
583.76,214.62,73.47,0.0136
586.26,214.62,73.63,0.0136
588.76,214.62,73.72,0.0136
18.76,211.56,47.21,0.0212
21.26,211.57,46.71,0.0214
23.76,211.57,45.96,0.0218
26.26,211.57,45.39,0.022
28.76,211.57,45.22,0.0221
31.26,211.58,45.22,0.0221
33.76,211.58,46.54,0.0215
36.26,211.58,52.75,0.019
38.76,211.58,57.22,0.0175
41.26,211.59,57.83,0.0173
43.76,211.59,58.04,0.0172
46.26,211.59,58.78,0.017
48.76,211.59,61.49,0.0163
51.26,211.59,63.44,0.0158
53.76,211.6,64.87,0.0154
56.26,211.6,65.57,0.0152
58.76,211.6,66.1,0.0151
61.26,211.6,67.3,0.0149
63.76,211.61,69.01,0.0145
66.26,211.61,70.93,0.0141
68.76,211.61,72.75,0.0137
71.26,211.61,73.11,0.0137
73.76,211.62,73.21,0.0137
76.26,211.62,72.9,0.0137
78.76,211.62,69.95,0.0143
81.26,211.62,67.87,0.0147
83.76,211.63,67.61,0.0148
86.26,211.63,67.6,0.0148
88.76,211.63,67.79,0.0148
91.26,211.63,68.04,0.0147
93.76,211.64,68.37,0.0146
96.26,211.64,70.02,0.0143
98.76,211.64,72.71,0.0138
101.26,211.64,73.08,0.0137
103.76,211.65,72.98,0.0137
106.26,211.65,68.66,0.0146
108.76,211.65,63.51,0.0157
111.26,211.65,62.13,0.0161
113.76,211.66,62.04,0.0161
116.26,211.66,62.22,0.0161
118.76,211.66,63.94,0.0156
121.26,211.66,65.22,0.0153
123.76,211.67,65.31,0.0153
126.26,211.67,65.36,0.0153
128.76,211.67,65.56,0.0153
131.26,211.67,66.02,0.0151
133.76,211.68,66.63,0.015
136.26,211.68,67.06,0.0149
138.76,211.68,67.15,0.0149
141.26,211.68,66.16,0.0151
143.76,211.69,60,0.0167
146.26,211.69,55.62,0.018
148.76,211.69,53.91,0.0186
151.26,211.69,53.23,0.0188
153.76,211.7,52.67,0.019
156.26,211.7,51.87,0.0193
158.76,211.7,49.9,0.02
161.26,211.7,49.21,0.0203
163.76,211.71,49.32,0.0203
166.26,211.71,50.57,0.0198
168.76,211.71,55.02,0.0182
171.26,211.71,60.64,0.0165
173.76,211.71,65.06,0.0154
176.26,211.72,68.6,0.0146
178.76,211.72,69.6,0.0144
181.26,211.72,69.57,0.0144
183.76,211.72,68.45,0.0146
186.26,211.73,65.78,0.0152
188.76,211.73,63.4,0.0158
191.26,211.73,60.73,0.0165
193.76,211.73,57.33,0.0174
196.26,211.74,54.83,0.0182
198.76,211.74,53.19,0.0188
201.26,211.74,52.45,0.0191
203.76,211.74,52.42,0.0191
206.26,211.75,53.07,0.0188
208.76,211.75,60.77,0.0165
211.26,211.75,63.12,0.0158
213.76,211.75,63.07,0.0159
216.26,211.76,61.99,0.0161
218.76,211.76,57.82,0.0173
221.26,211.76,53.5,0.0187
223.76,211.76,52.47,0.0191
226.26,211.77,52.51,0.019
228.76,211.77,52.7,0.019
231.26,211.77,52.93,0.0189
233.76,211.77,53.13,0.0188
236.26,211.78,54.01,0.0185
238.76,211.78,61.09,0.0164
241.26,211.78,69.55,0.0144
243.76,211.78,72.95,0.0137
246.26,211.79,77.08,0.013
248.76,211.79,82.32,0.0121
251.26,211.79,83.17,0.012
253.76,211.79,83.19,0.012
256.26,211.8,79.14,0.0126
258.76,211.8,67,0.0149
261.26,211.8,65.32,0.0153
263.76,211.8,65.4,0.0153
266.26,211.81,65.98,0.0152
268.76,211.81,67.2,0.0149
271.26,211.81,68.4,0.0146
273.76,211.81,69.2,0.0145
276.26,211.82,69.56,0.0144
278.76,211.82,69.65,0.0144
281.26,211.82,69.57,0.0144
283.76,211.82,69.2,0.0145
286.26,211.83,68.21,0.0147
288.76,211.83,66.9,0.0149
291.26,211.83,65.95,0.0152
293.76,211.83,65.71,0.0152
296.26,211.84,65.78,0.0152
298.76,211.84,65.96,0.0152
301.26,211.84,65.98,0.0152
303.76,211.84,65.55,0.0153
306.26,211.84,62.74,0.0159
308.76,211.85,59.12,0.0169
311.26,211.85,58.37,0.0171
313.76,211.85,58.33,0.0171
316.26,211.85,58.51,0.0171
318.76,211.86,59.31,0.0169
321.26,211.86,60.26,0.0166
323.76,211.86,60.6,0.0165
326.26,211.86,60.74,0.0165
328.76,211.87,60.79,0.0165
331.26,211.87,60.81,0.0164
333.76,211.87,60.82,0.0164
336.26,211.87,60.5,0.0165
338.76,211.88,55.71,0.018
