X,Elevation,Resistivity,Conductivity
1718.75,209.16,24.08,0.0415
1721.25,209.17,25.06,0.0399
1723.75,209.18,24.71,0.0405
1726.25,209.19,27.51,0.0364
1728.75,209.21,25.33,0.0395
1731.25,209.22,31.27,0.032
1733.75,209.24,31.55,0.0317
1736.25,209.25,21.92,0.0456
1738.75,209.27,22.16,0.0451
1741.25,209.28,17.99,0.0556
1743.75,209.3,21.13,0.0473
1746.25,209.31,17.59,0.0569
1748.75,209.33,18.09,0.0553
1751.25,209.34,18.05,0.0554
1753.75,209.36,18.1,0.0552
1756.25,209.37,17.37,0.0576
1758.75,209.39,17.73,0.0564
1761.25,209.4,18.31,0.0546
1763.75,209.42,19.69,0.0508
1766.25,209.43,20.44,0.0489
1768.75,209.45,21.03,0.0476
1771.25,209.46,17.71,0.0565
1773.75,209.48,25.14,0.0398
1776.25,209.49,23.91,0.0418
1778.75,209.51,20.28,0.0493
1781.25,209.52,25.83,0.0387
1783.75,209.54,21.94,0.0456
1786.25,209.55,26.53,0.0377
1788.75,209.57,39,0.0256
1791.25,209.58,37.76,0.0265
1793.75,209.6,33.79,0.0296
1796.25,209.61,31.75,0.0315
1798.75,209.63,32.73,0.0305
1801.25,209.65,32.43,0.0308
1803.75,209.66,30.41,0.0329
1806.25,209.68,34.91,0.0286
1808.75,209.69,34.55,0.0289
1811.25,209.71,35.39,0.0283
1813.75,209.72,32.42,0.0308
1816.25,209.74,36.25,0.0276
1818.75,209.76,55.63,0.018
1821.25,209.79,36.32,0.0275
1823.75,209.81,36.56,0.0273
1826.25,209.83,37.63,0.0266
1828.75,209.85,37.65,0.0266
1831.25,209.88,28.2,0.0355
1833.75,209.9,28.69,0.0349
1836.25,209.92,31.26,0.032
1838.75,209.94,31.09,0.0322
1841.25,209.97,27.94,0.0358
1843.75,209.99,29.01,0.0345
1846.25,210.01,30.08,0.0332
1848.75,210.04,22.63,0.0442
1851.25,210.06,26.92,0.0371
1853.75,210.08,18.17,0.055
1856.25,210.1,18.42,0.0543
1858.75,210.13,18.63,0.0537
1861.25,210.15,18.47,0.0541
1863.75,210.17,18.11,0.0552
1866.25,210.2,20.18,0.0496
1868.75,210.22,20.24,0.0494
1871.25,210.24,18.86,0.053
1873.75,210.26,18.89,0.0529
